Date,Open,High,Low,Close,Volume
01/22/2016 10:31:00,7370.6,7375.95,7370.6,7375.95,
01/22/2016 10:32:00,7376.1,7377.45,7374.25,7377.45,
01/22/2016 10:33:00,7377.1,7382.85,7377.1,7381.85,
01/22/2016 10:34:00,7381.85,7383.6,7381.0,7383.05,
01/22/2016 10:35:00,7383.2,7385.75,7383.2,7385.25,
01/22/2016 10:36:00,7385.5,7385.7,7383.35,7384.75,
01/22/2016 10:37:00,7384.65,7387.3,7382.85,7387.2,
01/22/2016 10:38:00,7387.25,7387.45,7384.05,7384.75,
01/22/2016 10:39:00,7384.75,7386.15,7383.45,7385.05,
01/22/2016 10:40:00,7384.8,7385.5,7383.65,7385.35,
01/22/2016 10:41:00,7385.35,7389.95,7384.95,7389.85,
01/22/2016 10:42:00,7390.45,7390.55,7387.8,7388.75,
01/22/2016 10:43:00,7388.75,7389.65,7388.0,7388.05,
01/22/2016 10:44:00,7387.8,7389.6,7387.45,7389.1,
01/22/2016 10:45:00,7389.2,7389.55,7386.25,7388.1,
01/22/2016 10:46:00,7387.75,7391.05,7387.75,7390.35,
01/22/2016 10:47:00,7390.15,7390.15,7386.35,7387.35,
01/22/2016 10:48:00,7387.5,7387.5,7382.95,7384.2,
01/22/2016 10:49:00,7383.95,7384.3,7381.65,7382.15,
01/22/2016 10:50:00,7382.2,7386.7,7382.0,7386.7,
01/22/2016 10:51:00,7386.15,7387.75,7386.05,7387.05,
01/22/2016 10:52:00,7387.05,7388.0,7385.05,7386.95,
01/22/2016 10:53:00,7387.4,7389.85,7387.4,7389.45,
01/22/2016 10:54:00,7389.6,7393.15,7389.45,7392.8,
01/22/2016 10:55:00,7393.4,7393.4,7390.45,7390.8,
01/22/2016 10:56:00,7390.9,7393.0,7390.6,7392.85,
01/22/2016 10:57:00,7392.95,7397.5,7392.35,7396.6,
01/22/2016 10:58:00,7396.7,7396.95,7394.25,7395.6,
01/22/2016 10:59:00,7395.4,7397.0,7394.9,7395.75,
01/22/2016 11:00:00,7395.8,7396.2,7393.6,7395.05,
01/22/2016 11:01:00,7395.3,7398.8,7394.95,7398.2,
01/22/2016 11:02:00,7397.95,7406.85,7397.95,7406.85,
01/22/2016 11:03:00,7406.25,7407.35,7405.55,7406.25,
01/22/2016 11:04:00,7406.4,7409.25,7406.2,7409.25,
01/22/2016 11:05:00,7409.4,7410.0,7406.45,7407.1,
01/22/2016 11:06:00,7407.25,7407.85,7404.35,7404.7,
01/22/2016 11:07:00,7405.0,7406.9,7400.85,7400.85,
01/22/2016 11:08:00,7401.5,7403.65,7400.85,7402.85,
01/22/2016 11:09:00,7402.9,7405.75,7401.65,7405.75,
01/22/2016 11:10:00,7405.8,7406.45,7404.65,7405.3,
01/22/2016 11:11:00,7405.15,7408.1,7405.1,7406.75,
01/22/2016 11:12:00,7406.75,7406.75,7402.85,7403.8,
01/22/2016 11:13:00,7404.35,7404.8,7401.05,7401.05,
01/22/2016 11:14:00,7401.25,7401.25,7399.5,7399.75,
01/22/2016 11:15:00,7399.75,7401.95,7398.9,7400.8,
01/22/2016 11:16:00,7400.8,7400.8,7395.7,7395.8,
01/22/2016 11:17:00,7396.0,7396.9,7395.5,7396.0,
01/22/2016 11:18:00,7395.65,7395.9,7392.7,7393.45,
01/22/2016 11:19:00,7393.85,7396.4,7393.45,7396.25,
01/22/2016 11:20:00,7396.4,7398.95,7395.4,7398.3,
01/22/2016 11:21:00,7398.2,7401.3,7397.65,7401.3,
01/22/2016 11:22:00,7401.35,7402.4,7400.85,7402.4,
01/22/2016 11:23:00,7402.5,7404.75,7402.05,7404.75,
01/22/2016 11:24:00,7404.5,7405.15,7403.4,7404.2,
01/22/2016 11:25:00,7404.0,7406.3,7403.85,7406.3,
01/22/2016 11:26:00,7406.1,7406.6,7404.25,7404.65,
01/22/2016 11:27:00,7404.55,7405.5,7402.3,7404.75,
01/22/2016 11:28:00,7405.25,7407.05,7403.8,7407.05,
01/22/2016 11:29:00,7406.65,7410.2,7406.4,7410.2,
01/22/2016 11:30:00,7410.3,7410.65,7408.25,7409.55,
01/22/2016 11:31:00,7409.35,7411.25,7409.2,7409.9,
01/22/2016 11:32:00,7409.95,7413.9,7409.1,7412.05,
01/22/2016 11:33:00,7412.1,7414.4,7411.25,7412.5,
01/22/2016 11:34:00,7412.3,7414.0,7411.4,7411.85,
01/22/2016 11:35:00,7411.45,7412.1,7407.25,7407.25,
01/22/2016 11:36:00,7407.3,7407.35,7404.95,7405.6,
01/22/2016 11:37:00,7405.7,7408.0,7404.7,7408.0,
01/22/2016 11:38:00,7408.4,7410.3,7407.05,7410.25,
01/22/2016 11:39:00,7410.2,7411.4,7408.2,7411.4,
01/22/2016 11:40:00,7411.55,7412.55,7407.8,7408.4,
01/22/2016 11:41:00,7408.35,7410.7,7408.1,7410.7,
01/22/2016 11:42:00,7410.7,7410.8,7406.55,7407.3,
01/22/2016 11:43:00,7407.2,7407.55,7404.55,7405.3,
01/22/2016 11:44:00,7405.3,7405.45,7403.85,7403.85,
01/22/2016 11:45:00,7403.85,7404.75,7402.95,7403.65,
01/22/2016 11:46:00,7403.75,7403.75,7402.7,7403.0,
01/22/2016 11:47:00,7402.6,7404.7,7402.05,7404.3,
01/22/2016 11:48:00,7404.4,7405.3,7401.2,7401.2,
01/22/2016 11:49:00,7401.1,7401.35,7395.1,7395.6,
01/22/2016 11:50:00,7395.45,7395.45,7393.6,7395.3,
01/22/2016 11:51:00,7395.1,7397.05,7394.7,7396.8,
01/22/2016 11:52:00,7396.8,7396.9,7393.9,7394.55,
01/22/2016 11:53:00,7394.8,7397.3,7394.8,7396.4,
01/22/2016 11:54:00,7396.35,7396.35,7394.4,7395.65,
01/22/2016 11:55:00,7395.4,7398.55,7394.85,7397.65,
01/22/2016 11:56:00,7397.5,7399.65,7397.35,7399.35,
01/22/2016 11:57:00,7399.35,7403.95,7399.1,7402.4,
01/22/2016 11:58:00,7402.2,7402.7,7401.25,7402.15,
01/22/2016 11:59:00,7401.95,7403.8,7401.95,7402.9,
01/22/2016 12:00:00,7403.15,7405.05,7401.9,7405.05,
01/22/2016 12:01:00,7404.85,7407.75,7404.85,7406.0,
01/22/2016 12:02:00,7406.0,7406.35,7404.7,7406.3,
01/22/2016 12:03:00,7406.5,7407.35,7405.35,7407.1,
01/22/2016 12:04:00,7406.65,7409.9,7406.45,7409.8,
01/22/2016 12:05:00,7410.15,7410.45,7407.05,7407.75,
01/22/2016 12:06:00,7408.1,7409.7,7407.4,7409.4,
01/22/2016 12:07:00,7409.15,7411.2,7409.05,7410.95,
01/22/2016 12:08:00,7411.15,7414.3,7410.9,7412.45,
01/22/2016 12:09:00,7412.25,7413.5,7411.75,7413.4,
01/22/2016 12:10:00,7413.1,7413.3,7411.15,7411.75,
01/22/2016 12:11:00,7411.75,7412.3,7409.15,7409.4,
01/22/2016 12:12:00,7408.9,7410.7,7408.05,7409.95,
01/22/2016 12:13:00,7410.1,7411.15,7409.65,7411.15,
01/22/2016 12:14:00,7411.0,7411.35,7409.85,7410.35,
01/22/2016 12:15:00,7410.0,7412.3,7409.55,7411.8,
01/22/2016 12:16:00,7412.0,7412.6,7411.15,7411.8,
01/22/2016 12:17:00,7411.6,7412.9,7411.3,7411.9,
01/22/2016 12:18:00,7411.95,7414.9,7411.95,7414.85,
01/22/2016 12:19:00,7415.05,7415.6,7413.85,7414.05,
01/22/2016 12:20:00,7414.1,7415.8,7412.95,7415.8,
01/22/2016 12:21:00,7415.45,7421.35,7414.8,7420.05,
01/22/2016 12:22:00,7420.4,7420.5,7418.15,7419.7,
01/22/2016 12:23:00,7419.7,7420.0,7417.25,7419.15,
01/22/2016 12:24:00,7419.4,7420.05,7417.05,7418.55,
01/22/2016 12:25:00,7418.45,7419.85,7418.05,7419.65,
01/22/2016 12:26:00,7419.2,7419.55,7414.85,7415.15,
01/22/2016 12:27:00,7415.05,7417.95,7414.7,7416.95,
01/22/2016 12:28:00,7417.4,7418.15,7416.4,7417.9,
01/22/2016 12:29:00,7417.9,7419.05,7417.5,7417.75,
01/22/2016 12:30:00,7417.9,7417.9,7415.35,7415.65,
01/22/2016 12:31:00,7415.7,7415.7,7413.05,7413.6,
01/22/2016 12:32:00,7413.85,7413.85,7411.25,7413.0,
01/22/2016 12:33:00,7413.15,7415.3,7412.9,7415.0,
01/22/2016 12:34:00,7415.55,7415.55,7413.35,7414.05,
01/22/2016 12:35:00,7413.75,7414.4,7410.6,7414.35,
01/22/2016 12:36:00,7414.85,7414.95,7411.85,7414.15,
01/22/2016 12:37:00,7413.85,7414.9,7412.65,7414.4,
01/22/2016 12:38:00,7414.2,7417.4,7414.2,7416.9,
01/22/2016 12:39:00,7416.7,7419.3,7415.85,7419.25,
01/22/2016 12:40:00,7419.05,7419.85,7417.65,7419.25,
01/22/2016 12:41:00,7419.4,7420.05,7417.9,7419.0,
01/22/2016 12:42:00,7419.1,7420.65,7418.55,7420.15,
01/22/2016 12:43:00,7419.75,7421.4,7417.8,7418.75,
01/22/2016 12:44:00,7418.75,7420.1,7418.0,7418.8,
01/22/2016 12:45:00,7418.9,7418.9,7415.7,7415.7,
01/22/2016 12:46:00,7415.8,7417.15,7415.7,7416.0,
01/22/2016 12:47:00,7415.8,7415.95,7413.65,7414.05,
01/22/2016 12:48:00,7414.25,7415.6,7413.5,7414.45,
01/22/2016 12:49:00,7414.65,7415.25,7412.8,7414.8,
01/22/2016 12:50:00,7414.9,7415.8,7413.6,7414.05,
01/22/2016 12:51:00,7413.7,7413.7,7408.65,7409.75,
01/22/2016 12:52:00,7409.35,7410.85,7407.35,7410.55,
01/22/2016 12:53:00,7410.55,7410.55,7408.7,7409.5,
01/22/2016 12:54:00,7409.4,7409.4,7406.55,7407.3,
01/22/2016 12:55:00,7407.5,7407.8,7406.7,7407.2,
01/22/2016 12:56:00,7407.4,7409.1,7406.3,7408.25,
01/22/2016 12:57:00,7408.5,7408.95,7407.4,7407.95,
01/22/2016 12:58:00,7407.85,7408.3,7406.35,7407.8,
01/22/2016 12:59:00,7407.4,7407.7,7405.65,7407.25,
01/22/2016 13:00:00,7407.6,7409.9,7407.25,7408.8,
01/22/2016 13:01:00,7409.25,7414.8,7408.95,7414.1,
01/22/2016 13:02:00,7413.7,7413.7,7411.65,7412.9,
01/22/2016 13:03:00,7413.0,7413.45,7411.55,7412.65,
01/22/2016 13:04:00,7412.65,7413.6,7411.85,7413.6,
01/22/2016 13:05:00,7413.4,7414.95,7412.8,7414.95,
01/22/2016 13:06:00,7414.7,7414.85,7413.75,7414.45,
01/22/2016 13:07:00,7414.15,7414.55,7412.85,7413.7,
01/22/2016 13:08:00,7413.7,7413.7,7410.45,7410.45,
01/22/2016 13:09:00,7410.3,7411.85,7408.75,7411.65,
01/22/2016 13:10:00,7411.4,7412.85,7411.2,7412.2,
01/22/2016 13:11:00,7412.3,7416.65,7411.7,7416.65,
01/22/2016 13:12:00,7416.55,7417.55,7414.25,7414.6,
01/22/2016 13:13:00,7414.35,7415.25,7412.9,7413.75,
01/22/2016 13:14:00,7414.0,7414.2,7410.4,7410.85,
01/22/2016 13:15:00,7410.8,7413.75,7410.1,7413.75,
01/22/2016 13:16:00,7413.7,7415.05,7412.15,7412.35,
01/22/2016 13:17:00,7412.4,7412.5,7410.6,7411.75,
01/22/2016 13:18:00,7411.45,7412.9,7409.05,7409.25,
01/22/2016 13:19:00,7409.5,7409.5,7404.1,7405.45,
01/22/2016 13:20:00,7405.4,7405.4,7402.4,7403.95,
01/22/2016 13:21:00,7404.4,7409.5,7403.45,7407.4,
01/22/2016 13:22:00,7407.1,7408.4,7403.0,7404.4,
01/22/2016 13:23:00,7404.6,7409.15,7402.65,7408.9,
01/22/2016 13:24:00,7409.1,7410.4,7406.85,7407.55,
01/22/2016 13:25:00,7407.6,7409.2,7406.15,7407.9,
01/22/2016 13:26:00,7408.4,7409.3,7405.25,7406.75,
01/22/2016 13:27:00,7406.75,7407.4,7405.35,7405.6,
01/22/2016 13:28:00,7405.7,7408.0,7404.85,7404.85,
01/22/2016 13:29:00,7404.9,7407.4,7404.1,7406.7,
01/22/2016 13:30:00,7406.75,7408.9,7406.5,7408.9,
01/22/2016 13:31:00,7408.6,7412.4,7408.6,7409.2,
01/22/2016 13:32:00,7409.45,7413.6,7409.4,7412.0,
01/22/2016 13:33:00,7412.1,7412.25,7409.25,7410.6,
01/22/2016 13:34:00,7410.4,7410.9,7404.8,7409.3,
01/22/2016 13:35:00,7409.35,7413.7,7408.25,7413.65,
01/22/2016 13:36:00,7413.8,7423.35,7413.3,7421.3,
01/22/2016 13:37:00,7421.0,7427.1,7417.15,7426.75,
01/22/2016 13:38:00,7427.0,7428.0,7423.85,7424.3,
01/22/2016 13:39:00,7423.8,7424.5,7421.25,7421.65,
01/22/2016 13:40:00,7421.45,7422.05,7417.85,7421.9,
01/22/2016 13:41:00,7422.0,7426.65,7422.0,7424.4,
01/22/2016 13:42:00,7424.7,7426.55,7423.3,7425.1,
01/22/2016 13:43:00,7425.25,7425.7,7421.95,7423.7,
01/22/2016 13:44:00,7424.1,7424.7,7420.7,7423.85,
01/22/2016 13:45:00,7423.65,7423.95,7418.25,7419.1,
01/22/2016 13:46:00,7419.55,7422.45,7419.5,7421.9,
01/22/2016 13:47:00,7422.25,7422.5,7420.35,7420.5,
01/22/2016 13:48:00,7420.25,7420.55,7414.85,7415.05,
01/22/2016 13:49:00,7415.35,7416.35,7412.45,7415.1,
01/22/2016 13:50:00,7414.7,7414.7,7409.75,7413.3,
01/22/2016 13:51:00,7413.65,7415.65,7412.5,7413.1,
01/22/2016 13:52:00,7412.85,7413.5,7407.45,7407.45,
01/22/2016 13:53:00,7407.45,7407.45,7403.45,7404.95,
01/22/2016 13:54:00,7404.8,7411.75,7404.45,7407.85,
01/22/2016 13:55:00,7408.15,7408.15,7404.45,7404.7,
01/22/2016 13:56:00,7404.5,7406.6,7401.75,7406.55,
01/22/2016 13:57:00,7407.05,7410.2,7406.45,7409.1,
01/22/2016 13:58:00,7409.8,7412.15,7409.05,7409.35,
01/22/2016 13:59:00,7409.5,7412.1,7409.0,7410.6,
01/22/2016 14:00:00,7410.6,7413.15,7410.1,7413.15,
01/22/2016 14:01:00,7412.75,7413.4,7408.4,7408.4,
01/22/2016 14:02:00,7411.0,7414.85,7408.9,7412.85,
01/22/2016 14:03:00,7415.05,7416.45,7411.7,7412.95,
01/22/2016 14:04:00,7414.65,7414.7,7411.85,7412.5,
01/22/2016 14:05:00,7413.95,7415.5,7412.95,7415.15,
01/22/2016 14:06:00,7415.0,7417.05,7412.4,7415.4,
01/22/2016 14:07:00,7414.65,7416.0,7413.85,7415.6,
01/22/2016 14:08:00,7415.45,7415.5,7409.85,7410.85,
01/22/2016 14:09:00,7413.4,7413.4,7408.55,7408.6,
01/22/2016 14:10:00,7410.4,7410.4,7407.2,7409.3,
01/22/2016 14:11:00,7411.05,7411.45,7398.7,7398.7,
01/22/2016 14:12:00,7401.6,7402.55,7398.35,7400.6,
01/22/2016 14:13:00,7401.75,7408.1,7401.45,7407.2,
01/22/2016 14:14:00,7409.2,7410.9,7404.3,7404.7,
01/22/2016 14:15:00,7404.55,7408.45,7404.55,7406.35,
01/22/2016 14:16:00,7408.15,7409.15,7405.85,7407.0,
01/22/2016 14:17:00,7409.05,7414.1,7408.55,7411.85,
01/22/2016 14:18:00,7411.8,7417.0,7411.8,7414.55,
01/22/2016 14:19:00,7417.5,7417.55,7414.25,7416.8,
01/22/2016 14:20:00,7419.05,7423.2,7419.05,7421.35,
01/22/2016 14:21:00,7420.8,7421.85,7419.15,7421.35,
01/22/2016 14:22:00,7421.7,7423.6,7420.4,7422.65,
01/22/2016 14:23:00,7423.65,7423.65,7419.95,7421.25,
01/22/2016 14:24:00,7421.05,7421.05,7416.65,7419.65,
01/22/2016 14:25:00,7421.5,7422.75,7418.2,7420.2,
01/22/2016 14:26:00,7421.1,7421.1,7414.9,7414.9,
01/22/2016 14:27:00,7417.1,7418.7,7415.4,7416.6,
01/22/2016 14:28:00,7418.6,7420.25,7413.8,7416.85,
01/22/2016 14:29:00,7418.25,7419.5,7416.4,7418.75,
01/22/2016 14:30:00,7418.85,7418.95,7415.05,7417.0,
01/22/2016 14:31:00,7418.7,7420.7,7416.4,7418.85,
01/22/2016 14:32:00,7420.85,7421.05,7418.3,7418.3,
01/22/2016 14:33:00,7418.6,7420.75,7417.6,7419.55,
01/22/2016 14:34:00,7420.85,7422.3,7417.55,7417.65,
01/22/2016 14:35:00,7419.15,7428.15,7418.85,7427.65,
01/22/2016 14:36:00,7429.05,7431.95,7428.25,7428.55,
01/22/2016 14:37:00,7431.15,7431.15,7427.9,7430.05,
01/22/2016 14:38:00,7432.4,7432.7,7427.25,7428.95,
01/22/2016 14:39:00,7429.15,7429.5,7425.55,7425.55,
01/22/2016 14:40:00,7427.5,7429.5,7425.2,7428.0,
01/22/2016 14:41:00,7430.35,7430.35,7425.6,7425.6,
01/22/2016 14:42:00,7425.5,7425.55,7423.15,7423.45,
01/22/2016 14:43:00,7423.85,7428.6,7423.5,7427.4,
01/22/2016 14:44:00,7427.5,7427.6,7425.35,7427.0,
01/22/2016 14:45:00,7427.2,7427.25,7425.35,7425.45,
01/22/2016 14:46:00,7425.45,7427.25,7425.05,7425.5,
01/22/2016 14:47:00,7425.35,7427.0,7424.45,7427.0,
01/22/2016 14:48:00,7426.85,7427.35,7424.1,7425.1,
01/22/2016 14:49:00,7424.8,7425.1,7423.3,7424.0,
01/22/2016 14:50:00,7424.1,7424.15,7421.25,7422.45,
01/22/2016 14:51:00,7422.65,7423.1,7421.5,7422.5,
01/22/2016 14:52:00,7422.85,7423.4,7421.95,7422.6,
01/22/2016 14:53:00,7422.4,7427.5,7421.75,7427.5,
01/22/2016 14:54:00,7427.55,7428.45,7426.35,7426.6,
01/22/2016 14:55:00,7426.5,7428.15,7425.75,7428.15,
01/22/2016 14:56:00,7427.9,7428.65,7427.05,7427.4,
01/22/2016 14:57:00,7427.35,7427.75,7425.75,7426.9,
01/22/2016 14:58:00,7426.8,7429.35,7426.8,7428.6,
01/22/2016 14:59:00,7428.6,7429.2,7426.9,7427.65,
01/22/2016 15:00:00,7427.55,7429.1,7426.75,7428.8,
01/22/2016 15:01:00,7428.7,7428.7,7426.8,7427.85,
01/22/2016 15:02:00,7428.15,7428.3,7425.5,7427.1,
01/22/2016 15:03:00,7427.2,7427.2,7424.2,7425.3,
01/22/2016 15:04:00,7425.65,7425.7,7423.6,7424.4,
01/22/2016 15:05:00,7424.75,7426.3,7423.9,7425.95,
01/22/2016 15:06:00,7425.85,7425.85,7420.0,7420.0,
01/22/2016 15:07:00,7421.0,7421.0,7415.7,7416.45,
01/22/2016 15:08:00,7416.2,7419.3,7415.55,7417.15,
01/22/2016 15:09:00,7417.1,7420.05,7415.35,7419.15,
01/22/2016 15:10:00,7418.85,7420.7,7417.75,7420.35,
01/22/2016 15:11:00,7420.7,7431.0,7418.65,7431.0,
01/22/2016 15:12:00,7430.95,7430.95,7423.8,7426.9,
01/22/2016 15:13:00,7426.6,7426.6,7422.45,7423.5,
01/22/2016 15:14:00,7423.05,7423.4,7421.15,7422.55,
01/22/2016 15:15:00,7422.85,7423.75,7421.75,7423.4,
01/22/2016 15:16:00,7423.9,7428.3,7421.65,7428.3,
01/22/2016 15:17:00,7428.25,7428.25,7424.75,7425.65,
01/22/2016 15:18:00,7425.85,7425.95,7423.65,7424.85,
01/22/2016 15:19:00,7423.9,7424.7,7420.65,7422.95,
01/22/2016 15:20:00,7423.0,7423.25,7419.4,7420.15,
01/22/2016 15:21:00,7419.85,7419.9,7418.3,7419.9,
01/22/2016 15:22:00,7420.2,7421.75,7419.0,7420.85,
01/22/2016 15:23:00,7420.75,7420.75,7418.0,7420.05,
01/22/2016 15:24:00,7420.1,7420.8,7419.0,7420.6,
01/22/2016 15:25:00,7421.4,7422.95,7420.65,7422.95,
01/22/2016 15:26:00,7422.8,7423.6,7422.1,7422.95,
01/22/2016 15:27:00,7422.6,7424.85,7422.6,7424.75,
01/22/2016 15:28:00,7424.75,7426.4,7424.6,7426.35,
01/22/2016 15:29:00,7427.65,7427.65,7423.5,7423.6,
01/22/2016 15:30:00,7423.6,7426.3,7422.0,7422.0,
01/25/2016 09:15:00,7468.75,7468.75,7468.75,7468.75,
01/25/2016 09:16:00,7468.75,7471.8,7449.6,7451.15,
01/25/2016 09:17:00,7451.2,7467.05,7449.9,7466.6,
01/25/2016 09:18:00,7467.1,7470.1,7466.95,7469.35,
01/25/2016 09:19:00,7468.55,7470.15,7464.8,7466.4,
01/25/2016 09:20:00,7466.95,7471.7,7466.55,7470.2,
01/25/2016 09:21:00,7470.55,7471.3,7464.5,7464.65,
01/25/2016 09:22:00,7464.85,7474.3,7463.6,7470.05,
01/25/2016 09:23:00,7470.6,7474.15,7469.4,7474.05,
01/25/2016 09:24:00,7474.1,7474.1,7467.45,7471.55,
01/25/2016 09:25:00,7471.85,7472.45,7466.35,7467.85,
01/25/2016 09:26:00,7467.25,7473.65,7466.4,7473.0,
01/25/2016 09:27:00,7473.0,7473.6,7466.25,7469.0,
01/25/2016 09:28:00,7469.4,7472.0,7468.25,7471.2,
01/25/2016 09:29:00,7471.75,7472.55,7469.0,7471.4,
01/25/2016 09:30:00,7471.6,7474.3,7471.25,7474.25,
01/25/2016 09:31:00,7474.45,7479.9,7474.45,7476.35,
01/25/2016 09:32:00,7476.2,7480.55,7475.9,7480.55,
01/25/2016 09:33:00,7480.45,7483.0,7480.2,7481.8,
01/25/2016 09:34:00,7481.55,7482.95,7478.45,7478.75,
01/25/2016 09:35:00,7478.65,7481.25,7478.65,7479.15,
01/25/2016 09:36:00,7479.25,7479.25,7476.6,7477.65,
01/25/2016 09:37:00,7477.95,7478.3,7476.35,7476.65,
01/25/2016 09:38:00,7476.8,7479.1,7475.95,7479.05,
01/25/2016 09:39:00,7478.9,7484.15,7478.9,7482.95,
01/25/2016 09:40:00,7482.95,7486.0,7482.45,7483.8,
01/25/2016 09:41:00,7482.7,7484.1,7481.55,7483.5,
01/25/2016 09:42:00,7483.05,7484.2,7482.05,7483.4,
01/25/2016 09:43:00,7483.35,7485.25,7482.8,7484.35,
01/25/2016 09:44:00,7484.5,7487.1,7483.25,7483.8,
01/25/2016 09:45:00,7483.0,7484.15,7482.75,7483.45,
01/25/2016 09:46:00,7483.05,7485.0,7482.75,7484.5,
01/25/2016 09:47:00,7484.9,7485.25,7482.4,7482.55,
01/25/2016 09:48:00,7482.55,7482.6,7474.85,7475.35,
